#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,1.89262,-0.487731,0,0.696353,0.877286,0,-2.53506,0.65329,0,
