#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,0.771207,0.695103,0,-3.21792,-0.206643,0,-6.89106,-6.21104,0,
