#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,0.77026,0.607861,0,-3.30658,-0.0129108,0,-8.15335,-6.43433,0,
