#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,1.99583,0.0666088,0,-0.125055,0.997915,0,-2.50626,-0.0836439,0,
