#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,0.116335,-0.542548,0,4.36882,-3.18302,0,-6.80943,31.757,0,
