#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,1.72317,-0.0134829,0,-1.08618,1.16915,0,-3.36748,0.0263488,0,
