#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,1.94368,-0.218202,0,-0.285927,1.06107,0,-2.59771,0.291624,0,
