#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,0.918618,-0.875646,0,2.62192,-0.322084,0,-4.49414,4.28391,0,
