#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,15.1118,-29.7443,0,1.89099,-3.49096,0,-0.00406931,0.00800955,0,
