#,R,Px,Py,Pz,Vx,Vy,Vz,Fx,Fy,Fz
0,10,0,0,0,0,0,0,0,0,0,
1,1,1.17199,-0.970717,0,2.0637,-0.00278457,0,-3.3255,2.75438,0,
