Px,Py,Pz,E,t
29.0742,-7.15773,-0.522637,-2.53047e-10,246
29.0751,-7.15469,-0.522718,-2.53045e-10,247
29.0759,-7.15165,-0.522799,-2.53044e-10,248
29.0767,-7.1486,-0.52288,-2.53043e-10,249
29.0775,-7.14556,-0.522961,-2.53042e-10,250
29.0783,-7.14252,-0.523042,-2.53041e-10,251
29.0791,-7.13947,-0.523124,-2.5304e-10,252
29.0799,-7.13643,-0.523205,-2.53039e-10,253
29.0808,-7.13339,-0.523286,-2.53038e-10,254
29.0816,-7.13034,-0.523367,-2.53036e-10,255
29.0824,-7.1273,-0.523448,-2.53035e-10,256
29.0832,-7.12425,-0.523529,-2.53034e-10,257
29.084,-7.12121,-0.52361,-2.53033e-10,258
29.0848,-7.11817,-0.523692,-2.53032e-10,259
29.0857,-7.11512,-0.523773,-2.53031e-10,260
29.0865,-7.11208,-0.523854,-2.53029e-10,261
29.0873,-7.10904,-0.523935,-2.53028e-10,262
29.0881,-7.10599,-0.524016,-2.53027e-10,263
29.0889,-7.10295,-0.524097,-2.53026e-10,264
29.0897,-7.09991,-0.524179,-2.53025e-10,265
29.0905,-7.09686,-0.52426,-2.53023e-10,266
29.0914,-7.09382,-0.524341,-2.53022e-10,267
29.0922,-7.09077,-0.524422,-2.53021e-10,268
29.093,-7.08773,-0.524503,-2.5302e-10,269
29.0938,-7.08469,-0.524584,-2.53018e-10,270
29.0946,-7.08164,-0.524665,-2.53017e-10,271
29.0954,-7.0786,-0.524747,-2.53016e-10,272
29.0962,-7.07556,-0.524828,-2.53015e-10,273
29.0971,-7.07251,-0.524909,-2.53013e-10,274
29.0979,-7.06947,-0.52499,-2.53012e-10,275
29.0987,-7.06643,-0.525071,-2.53011e-10,276
29.0995,-7.06338,-0.525152,-2.5301e-10,277
29.1003,-7.06034,-0.525233,-2.53008e-10,278
29.1011,-7.05729,-0.525315,-2.53007e-10,279
29.102,-7.05425,-0.525396,-2.53006e-10,280
29.1028,-7.05121,-0.525477,-2.53004e-10,281
29.1036,-7.04816,-0.525558,-2.53003e-10,282
29.1044,-7.04512,-0.525639,-2.53002e-10,283
29.1052,-7.04208,-0.52572,-2.53e-10,284
29.106,-7.03903,-0.525802,-2.52999e-10,285
29.1068,-7.03599,-0.525883,-2.52998e-10,286
29.1077,-7.03295,-0.525964,-2.52997e-10,287
29.1085,-7.0299,-0.526045,-2.52995e-10,288
29.1093,-7.02686,-0.526126,-2.52994e-10,289
29.1101,-7.02381,-0.526207,-2.52992e-10,290
29.1109,-7.02077,-0.526288,-2.52991e-10,291
29.1117,-7.01773,-0.52637,-2.5299e-10,292
29.1126,-7.01468,-0.526451,-2.52988e-10,293
29.1134,-7.01164,-0.526532,-2.52987e-10,294
29.1142,-7.0086,-0.526613,-2.52986e-10,295
29.115,-7.00555,-0.526694,-2.52984e-10,296
29.1158,-7.00251,-0.526775,-2.52983e-10,297
29.1166,-6.99947,-0.526856,-2.52981e-10,298
29.1174,-6.99642,-0.526938,-2.5298e-10,299
29.1183,-6.99338,-0.527019,-2.52979e-10,300
29.1191,-6.99034,-0.5271,-2.52977e-10,301
29.1199,-6.98729,-0.527181,-2.52976e-10,302
29.1207,-6.98425,-0.527262,-2.52974e-10,303
29.1215,-6.9812,-0.527343,-2.52973e-10,304
29.1223,-6.97816,-0.527425,-2.52972e-10,305
29.1231,-6.97512,-0.527506,-2.5297e-10,306
29.124,-6.97207,-0.527587,-2.52969e-10,307
29.1248,-6.96903,-0.527668,-2.52967e-10,308
29.1256,-6.96599,-0.527749,-2.52966e-10,309
29.1264,-6.96294,-0.52783,-2.52964e-10,310
29.1272,-6.9599,-0.527911,-2.52963e-10,311
29.128,-6.95686,-0.527993,-2.52961e-10,312
29.1289,-6.95381,-0.528074,-2.5296e-10,313
29.1297,-6.95077,-0.528155,-2.52958e-10,314
29.1305,-6.94772,-0.528236,-2.52957e-10,315
29.1313,-6.94468,-0.528317,-2.52955e-10,316
29.1321,-6.94164,-0.528398,-2.52954e-10,317
29.1329,-6.93859,-0.528479,-2.52952e-10,318
29.1337,-6.93555,-0.528561,-2.52951e-10,319
29.1346,-6.93251,-0.528642,-2.52949e-10,320
29.1354,-6.92946,-0.528723,-2.52948e-10,321
29.1362,-6.92642,-0.528804,-2.52946e-10,322
29.137,-6.92338,-0.528885,-2.52945e-10,323
29.1378,-6.92033,-0.528966,-2.52943e-10,324
29.1386,-6.91729,-0.529048,-2.52942e-10,325
29.1395,-6.91424,-0.529129,-2.5294e-10,326
29.1403,-6.9112,-0.52921,-2.52939e-10,327
29.1411,-6.90816,-0.529291,-2.52937e-10,328
29.1419,-6.90511,-0.529372,-2.52935e-10,329
29.1427,-6.90207,-0.529453,-2.52934e-10,330
29.1435,-6.89903,-0.529534,-2.52932e-10,331
29.1443,-6.89598,-0.529616,-2.52931e-10,332
29.1452,-6.89294,-0.529697,-2.52929e-10,333
29.146,-6.8899,-0.529778,-2.52928e-10,334
29.1468,-6.88685,-0.529859,-2.52926e-10,335
29.1476,-6.88381,-0.52994,-2.52924e-10,336
29.1484,-6.88076,-0.530021,-2.52923e-10,337
29.1492,-6.87772,-0.530102,-2.52921e-10,338
29.15,-6.87468,-0.530184,-2.52919e-10,339
29.1509,-6.87163,-0.530265,-2.52918e-10,340
29.1517,-6.86859,-0.530346,-2.52916e-10,341
29.1525,-6.86555,-0.530427,-2.52915e-10,342
29.1533,-6.8625,-0.530508,-2.52913e-10,343
29.1541,-6.85946,-0.530589,-2.52911e-10,344
29.1549,-6.85642,-0.530671,-2.5291e-10,345
29.1558,-6.85337,-0.530752,-2.52908e-10,346
29.1566,-6.85033,-0.530833,-2.52906e-10,347
29.1574,-6.84728,-0.530914,-2.52905e-10,348
29.1582,-6.84424,-0.530995,-2.52903e-10,349
29.159,-6.8412,-0.531076,-2.52901e-10,350
29.1598,-6.83815,-0.531157,-2.529e-10,351
29.1606,-6.83511,-0.531239,-2.52898e-10,352
29.1615,-6.83207,-0.53132,-2.52896e-10,353
29.1623,-6.82902,-0.531401,-2.52894e-10,354
29.1631,-6.82598,-0.531482,-2.52893e-10,355
29.1639,-6.82294,-0.531563,-2.52891e-10,356
29.1647,-6.81989,-0.531644,-2.52889e-10,357
29.1655,-6.81685,-0.531726,-2.52888e-10,358
29.1664,-6.8138,-0.531807,-2.52886e-10,359
29.1672,-6.81076,-0.531888,-2.52884e-10,360
29.168,-6.80772,-0.531969,-2.52882e-10,361
29.1688,-6.80467,-0.53205,-2.52881e-10,362
29.1696,-6.80163,-0.532131,-2.52879e-10,363
29.1704,-6.79859,-0.532212,-2.52877e-10,364
29.1712,-6.79554,-0.532294,-2.52875e-10,365
29.1721,-6.7925,-0.532375,-2.52873e-10,366
29.1729,-6.78946,-0.532456,-2.52872e-10,367
29.1737,-6.78641,-0.532537,-2.5287e-10,368
29.1745,-6.78337,-0.532618,-2.52868e-10,369
29.1753,-6.78032,-0.532699,-2.52866e-10,370
29.1761,-6.77728,-0.53278,-2.52865e-10,371
29.1769,-6.77424,-0.532862,-2.52863e-10,372
29.1778,-6.77119,-0.532943,-2.52861e-10,373
29.1786,-6.76815,-0.533024,-2.52859e-10,374
29.1794,-6.76511,-0.533105,-2.52857e-10,375
29.1802,-6.76206,-0.533186,-2.52855e-10,376
29.181,-6.75902,-0.533267,-2.52854e-10,377
29.1818,-6.75598,-0.533349,-2.52852e-10,378
29.1827,-6.75293,-0.53343,-2.5285e-10,379
29.1835,-6.74989,-0.533511,-2.52848e-10,380
29.1843,-6.74685,-0.533592,-2.52846e-10,381
29.1851,-6.7438,-0.533673,-2.52844e-10,382
29.1859,-6.74076,-0.533754,-2.52842e-10,383
29.1867,-6.73771,-0.533835,-2.52841e-10,384
29.1875,-6.73467,-0.533917,-2.52839e-10,385
29.1884,-6.73163,-0.533998,-2.52837e-10,386
29.1892,-6.72858,-0.534079,-2.52835e-10,387
29.19,-6.72554,-0.53416,-2.52833e-10,388
29.1908,-6.7225,-0.534241,-2.52831e-10,389
29.1916,-6.71945,-0.534322,-2.52829e-10,390
29.1924,-6.71641,-0.534403,-2.52827e-10,391
29.1932,-6.71337,-0.534485,-2.52825e-10,392
29.1941,-6.71032,-0.534566,-2.52823e-10,393
29.1949,-6.70728,-0.534647,-2.52821e-10,394
29.1957,-6.70423,-0.534728,-2.5282e-10,395
29.1965,-6.70119,-0.534809,-2.52818e-10,396
29.1973,-6.69815,-0.53489,-2.52816e-10,397
29.1981,-6.6951,-0.534972,-2.52814e-10,398
29.199,-6.69206,-0.535053,-2.52812e-10,399
29.1998,-6.68902,-0.535134,-2.5281e-10,400
29.2006,-6.68597,-0.535215,-2.52808e-10,401
29.2014,-6.68293,-0.535296,-2.52806e-10,402
29.2022,-6.67989,-0.535377,-2.52804e-10,403
29.203,-6.67684,-0.535458,-2.52802e-10,404
29.2038,-6.6738,-0.53554,-2.528e-10,405
29.2047,-6.67075,-0.535621,-2.52798e-10,406
29.2055,-6.66771,-0.535702,-2.52796e-10,407
29.2063,-6.66467,-0.535783,-2.52794e-10,408
29.2071,-6.66162,-0.535864,-2.52792e-10,409
29.2079,-6.65858,-0.535945,-2.5279e-10,410
29.2087,-6.65554,-0.536026,-2.52788e-10,411
29.2096,-6.65249,-0.536108,-2.52786e-10,412
29.2104,-6.64945,-0.536189,-2.52784e-10,413
29.2112,-6.64641,-0.53627,-2.52782e-10,414
29.212,-6.64336,-0.536351,-2.5278e-10,415
29.2128,-6.64032,-0.536432,-2.52778e-10,416
29.2136,-6.63727,-0.536513,-2.52775e-10,417
29.2144,-6.63423,-0.536595,-2.52773e-10,418
29.2153,-6.63119,-0.536676,-2.52771e-10,419
29.2161,-6.62814,-0.536757,-2.52769e-10,420
29.2169,-6.6251,-0.536838,-2.52767e-10,421
29.2177,-6.62206,-0.536919,-2.52765e-10,422
29.2185,-6.61901,-0.537,-2.52763e-10,423
29.2193,-6.61597,-0.537081,-2.52761e-10,424
29.2201,-6.61293,-0.537163,-2.52759e-10,425
29.221,-6.60988,-0.537244,-2.52757e-10,426
29.2218,-6.60684,-0.537325,-2.52755e-10,427
29.2226,-6.60379,-0.537406,-2.52752e-10,428
29.2234,-6.60075,-0.537487,-2.5275e-10,429
29.2242,-6.59771,-0.537568,-2.52748e-10,430
29.225,-6.59466,-0.537649,-2.52746e-10,431
29.2259,-6.59162,-0.537731,-2.52744e-10,432
29.2267,-6.58858,-0.537812,-2.52742e-10,433
29.2275,-6.58553,-0.537893,-2.5274e-10,434
29.2283,-6.58249,-0.537974,-2.52737e-10,435
29.2291,-6.57945,-0.538055,-2.52735e-10,436
29.2299,-6.5764,-0.538136,-2.52733e-10,437
29.2307,-6.57336,-0.538218,-2.52731e-10,438
29.2316,-6.57031,-0.538299,-2.52729e-10,439
29.2324,-6.56727,-0.53838,-2.52726e-10,440
29.2332,-6.56423,-0.538461,-2.52724e-10,441
29.234,-6.56118,-0.538542,-2.52722e-10,442
29.2348,-6.55814,-0.538623,-2.5272e-10,443
29.2356,-6.5551,-0.538704,-2.52718e-10,444
29.2365,-6.55205,-0.538786,-2.52715e-10,445
29.2373,-6.54901,-0.538867,-2.52713e-10,446
29.2381,-6.54597,-0.538948,-2.52711e-10,447
29.2389,-6.54292,-0.539029,-2.52709e-10,448
29.2397,-6.53988,-0.53911,-2.52707e-10,449
29.2405,-6.53683,-0.539191,-2.52704e-10,450
29.2413,-6.53379,-0.539273,-2.52702e-10,451
29.2422,-6.53075,-0.539354,-2.527e-10,452
29.243,-6.5277,-0.539435,-2.52698e-10,453
29.2438,-6.52466,-0.539516,-2.52695e-10,454
29.2446,-6.52162,-0.539597,-2.52693e-10,455
29.2454,-6.51857,-0.539678,-2.52691e-10,456
29.2462,-6.51553,-0.539759,-2.52688e-10,457
29.247,-6.51249,-0.539841,-2.52686e-10,458
29.2479,-6.50944,-0.539922,-2.52684e-10,459
29.2487,-6.5064,-0.540003,-2.52682e-10,460
29.2495,-6.50335,-0.540084,-2.52679e-10,461
29.2503,-6.50031,-0.540165,-2.52677e-10,462
29.2511,-6.49727,-0.540246,-2.52675e-10,463
29.2519,-6.49422,-0.540327,-2.52672e-10,464
29.2528,-6.49118,-0.540409,-2.5267e-10,465
29.2536,-6.48814,-0.54049,-2.52668e-10,466
29.2544,-6.48509,-0.540571,-2.52665e-10,467
29.2552,-6.48205,-0.540652,-2.52663e-10,468
29.256,-6.47901,-0.540733,-2.52661e-10,469
29.2568,-6.47596,-0.540814,-2.52658e-10,470
29.2576,-6.47292,-0.540896,-2.52656e-10,471
29.2585,-6.46988,-0.540977,-2.52653e-10,472
29.2593,-6.46683,-0.541058,-2.52651e-10,473
29.2601,-6.46379,-0.541139,-2.52649e-10,474
29.2609,-6.46074,-0.54122,-2.52646e-10,475
29.2617,-6.4577,-0.541301,-2.52644e-10,476
29.2625,-6.45466,-0.541382,-2.52641e-10,477
29.2634,-6.45161,-0.541464,-2.52639e-10,478
29.2642,-6.44857,-0.541545,-2.52637e-10,479
29.265,-6.44553,-0.541626,-2.52634e-10,480
29.2658,-6.44248,-0.541707,-2.52632e-10,481
29.2666,-6.43944,-0.541788,-2.52629e-10,482
29.2674,-6.4364,-0.541869,-2.52627e-10,483
29.2682,-6.43335,-0.54195,-2.52625e-10,484
29.2691,-6.43031,-0.542032,-2.52622e-10,485
29.2699,-6.42726,-0.542113,-2.5262e-10,486
29.2707,-6.42422,-0.542194,-2.52617e-10,487
29.2715,-6.42118,-0.542275,-2.52615e-10,488
29.2723,-6.41813,-0.542356,-2.52612e-10,489
29.2731,-6.41509,-0.542437,-2.5261e-10,490
29.2739,-6.41205,-0.542519,-2.52607e-10,491
29.2748,-6.409,-0.5426,-2.52605e-10,492
29.2756,-6.40596,-0.542681,-2.52602e-10,493
29.2764,-6.40292,-0.542762,-2.526e-10,494
29.2772,-6.39987,-0.542843,-2.52597e-10,495
29.278,-6.39683,-0.542924,-2.52595e-10,496
29.2788,-6.39378,-0.543005,-2.52592e-10,497
29.2797,-6.39074,-0.543087,-2.5259e-10,498
29.2805,-6.3877,-0.543168,-2.52587e-10,499
29.2813,-6.38465,-0.543249,-2.52585e-10,500
