Px,Py,Pz,E,t
0.466019,0.958859,0.0355161,1.94435e-11,37
0.468856,0.987004,0.0375557,2.06138e-11,38
0.471693,1.01515,0.0395953,2.17309e-11,39
0.474531,1.0433,0.0416349,2.27981e-11,40
0.477368,1.07144,0.0436744,2.38185e-11,41
0.480205,1.09959,0.045714,2.47948e-11,42
0.483043,1.12773,0.0477536,2.57297e-11,43
0.48588,1.15588,0.0497932,2.66256e-11,44
0.488717,1.18402,0.0518327,2.74847e-11,45
0.491555,1.21217,0.0538723,2.83093e-11,46
0.494392,1.24031,0.0559119,2.91011e-11,47
0.497229,1.26846,0.0579515,2.9862e-11,48
0.500066,1.2966,0.059991,3.05938e-11,49
0.502904,1.32475,0.0620306,3.1298e-11,50
0.505741,1.3529,0.0640702,3.1976e-11,51
0.508578,1.38104,0.0661098,3.26292e-11,52
0.511416,1.40919,0.0681493,3.3259e-11,53
0.514253,1.43733,0.0701889,3.38665e-11,54
0.51709,1.46548,0.0722285,3.44528e-11,55
0.519928,1.49362,0.0742681,3.5019e-11,56
0.522765,1.52177,0.0763076,3.55661e-11,57
0.525602,1.54991,0.0783472,3.6095e-11,58
0.52844,1.57806,0.0803868,3.66065e-11,59
0.531277,1.60621,0.0824264,3.71015e-11,60
0.534114,1.63435,0.0844659,3.75808e-11,61
0.536952,1.6625,0.0865055,3.8045e-11,62
0.539789,1.69064,0.0885451,3.84949e-11,63
0.542626,1.71879,0.0905847,3.89311e-11,64
0.545464,1.74693,0.0926242,3.93541e-11,65
0.548301,1.77508,0.0946638,3.97646e-11,66
0.551138,1.80322,0.0967034,4.01631e-11,67
0.553976,1.83137,0.098743,4.05501e-11,68
0.556813,1.85952,0.100783,4.09261e-11,69
0.55965,1.88766,0.102822,4.12916e-11,70
0.562488,1.91581,0.104862,4.16469e-11,71
0.565325,1.94395,0.106901,4.19924e-11,72
0.568162,1.9721,0.108941,4.23287e-11,73
0.571,2.00024,0.11098,4.26559e-11,74
0.573837,2.02839,0.11302,4.29746e-11,75
0.576674,2.05653,0.11506,4.32849e-11,76
0.579511,2.08468,0.117099,4.35873e-11,77
0.582349,2.11282,0.119139,4.3882e-11,78
0.585186,2.14097,0.121178,4.41693e-11,79
0.588023,2.16912,0.123218,4.44495e-11,80
0.590861,2.19726,0.125257,4.47228e-11,81
0.593698,2.22541,0.127297,4.49895e-11,82
0.596535,2.25355,0.129337,4.52498e-11,83
0.599373,2.2817,0.131376,4.5504e-11,84
0.60221,2.30984,0.133416,4.57522e-11,85
0.605047,2.33799,0.135455,4.59946e-11,86
0.607885,2.36613,0.137495,4.62315e-11,87
0.610722,2.39428,0.139534,4.64631e-11,88
0.613559,2.42243,0.141574,4.66894e-11,89
0.616397,2.45057,0.143614,4.69108e-11,90
0.619234,2.47872,0.145653,4.71273e-11,91
0.622071,2.50686,0.147693,4.73391e-11,92
0.624909,2.53501,0.149732,4.75463e-11,93
0.627746,2.56315,0.151772,4.77492e-11,94
0.630583,2.5913,0.153811,4.79478e-11,95
0.633421,2.61944,0.155851,4.81422e-11,96
0.636258,2.64759,0.157891,4.83326e-11,97
0.639095,2.67574,0.15993,4.85192e-11,98
0.641933,2.70388,0.16197,4.8702e-11,99
0.64477,2.73203,0.164009,4.88811e-11,100
0.647607,2.76017,0.166049,4.90567e-11,101
0.650445,2.78832,0.168089,4.92288e-11,102
0.653282,2.81646,0.170128,4.93976e-11,103
0.656119,2.84461,0.172168,4.95631e-11,104
0.658956,2.87275,0.174207,4.97255e-11,105
0.661794,2.9009,0.176247,4.98848e-11,106
0.664631,2.92905,0.178286,5.00411e-11,107
0.667468,2.95719,0.180326,5.01945e-11,108
0.670306,2.98534,0.182366,5.03451e-11,109
0.673143,3.01348,0.184405,5.0493e-11,110
0.67598,3.04163,0.186445,5.06381e-11,111
0.678818,3.06977,0.188484,5.07807e-11,112
0.681655,3.09792,0.190524,5.09208e-11,113
0.684492,3.12606,0.192563,5.10583e-11,114
0.68733,3.15421,0.194603,5.11935e-11,115
0.690167,3.18235,0.196643,5.13264e-11,116
0.693004,3.2105,0.198682,5.14569e-11,117
0.695842,3.23865,0.200722,5.15852e-11,118
0.698679,3.26679,0.202761,5.17114e-11,119
0.701516,3.29494,0.204801,5.18355e-11,120
0.704354,3.32308,0.20684,5.19575e-11,121
0.707191,3.35123,0.20888,5.20775e-11,122
0.710028,3.37937,0.21092,5.21955e-11,123
0.712866,3.40752,0.212959,5.23116e-11,124
0.715703,3.43566,0.214999,5.24259e-11,125
0.71854,3.46381,0.217038,5.25383e-11,126
0.721378,3.49196,0.219078,5.26489e-11,127
0.724215,3.5201,0.221117,5.27579e-11,128
0.727052,3.54825,0.223157,5.28651e-11,129
0.72989,3.57639,0.225197,5.29706e-11,130
0.732727,3.60454,0.227236,5.30746e-11,131
0.735564,3.63268,0.229276,5.31769e-11,132
0.738401,3.66083,0.231315,5.32777e-11,133
0.741239,3.68897,0.233355,5.3377e-11,134
0.744076,3.71712,0.235394,5.34748e-11,135
0.746913,3.74527,0.237434,5.35712e-11,136
0.749751,3.77341,0.239474,5.36661e-11,137
0.752588,3.80156,0.241513,5.37597e-11,138
0.755425,3.8297,0.243553,5.38519e-11,139
0.758263,3.85785,0.245592,5.39428e-11,140
0.7611,3.88599,0.247632,5.40324e-11,141
0.763937,3.91414,0.249672,5.41207e-11,142
0.766775,3.94228,0.251711,5.42078e-11,143
0.769612,3.97043,0.253751,5.42936e-11,144
0.772449,3.99857,0.25579,5.43783e-11,145
0.775287,4.02672,0.25783,5.44618e-11,146
0.778124,4.05487,0.259869,5.45442e-11,147
0.780961,4.08301,0.261909,5.46254e-11,148
0.783799,4.11116,0.263949,5.47055e-11,149
0.786636,4.1393,0.265988,5.47846e-11,150
0.789473,4.16745,0.268028,5.48626e-11,151
0.792311,4.19559,0.270067,5.49396e-11,152
0.795148,4.22374,0.272107,5.50156e-11,153
0.797985,4.25188,0.274146,5.50905e-11,154
0.800823,4.28003,0.276186,5.51645e-11,155
0.80366,4.30818,0.278226,5.52376e-11,156
0.806497,4.33632,0.280265,5.53097e-11,157
0.809335,4.36447,0.282305,5.53809e-11,158
0.812172,4.39261,0.284344,5.54511e-11,159
0.815009,4.42076,0.286384,5.55205e-11,160
0.817846,4.4489,0.288423,5.55891e-11,161
0.820684,4.47705,0.290463,5.56568e-11,162
0.823521,4.50519,0.292503,5.57236e-11,163
0.826358,4.53334,0.294542,5.57896e-11,164
0.829196,4.56149,0.296582,5.58548e-11,165
0.832033,4.58963,0.298621,5.59193e-11,166
0.83487,4.61778,0.300661,5.59829e-11,167
0.837708,4.64592,0.3027,5.60458e-11,168
0.840545,4.67407,0.30474,5.61079e-11,169
0.843382,4.70221,0.30678,5.61693e-11,170
0.84622,4.73036,0.308819,5.623e-11,171
0.849057,4.7585,0.310859,5.629e-11,172
0.851894,4.78665,0.312898,5.63493e-11,173
0.854732,4.81479,0.314938,5.64078e-11,174
0.857569,4.84294,0.316977,5.64657e-11,175
0.860406,4.87109,0.319017,5.6523e-11,176
0.863244,4.89923,0.321057,5.65796e-11,177
0.866081,4.92738,0.323096,5.66355e-11,178
0.868918,4.95552,0.325136,5.66909e-11,179
0.871756,4.98367,0.327175,5.67456e-11,180
0.874593,5.01181,0.329215,5.67997e-11,181
0.87743,5.03996,0.331255,5.68532e-11,182
0.880268,5.0681,0.333294,5.69061e-11,183
0.883105,5.09625,0.335334,5.69584e-11,184
0.885942,5.1244,0.337373,5.70102e-11,185
0.88878,5.15254,0.339413,5.70614e-11,186
0.891617,5.18069,0.341452,5.7112e-11,187
0.894454,5.20883,0.343492,5.71621e-11,188
0.897291,5.23698,0.345532,5.72117e-11,189
0.900129,5.26512,0.347571,5.72607e-11,190
0.902966,5.29327,0.349611,5.73093e-11,191
0.905803,5.32141,0.35165,5.73573e-11,192
0.908641,5.34956,0.35369,5.74048e-11,193
0.911478,5.37771,0.355729,5.74518e-11,194
0.914315,5.40585,0.357769,5.74984e-11,195
0.917153,5.434,0.359809,5.75444e-11,196
0.91999,5.46214,0.361848,5.759e-11,197
0.922827,5.49029,0.363888,5.76351e-11,198
0.925665,5.51843,0.365927,5.76798e-11,199
0.928502,5.54658,0.367967,5.7724e-11,200
0.931339,5.57472,0.370006,5.77678e-11,201
0.934177,5.60287,0.372046,5.78111e-11,202
0.937014,5.63101,0.374086,5.78541e-11,203
0.939851,5.65916,0.376125,5.78965e-11,204
0.942689,5.68731,0.378165,5.79386e-11,205
0.945526,5.71545,0.380204,5.79803e-11,206
0.948363,5.7436,0.382244,5.80215e-11,207
0.951201,5.77174,0.384283,5.80624e-11,208
0.954038,5.79989,0.386323,5.81028e-11,209
0.956875,5.82803,0.388363,5.81429e-11,210
0.959713,5.85618,0.390402,5.81826e-11,211
0.96255,5.88432,0.392442,5.82219e-11,212
0.965387,5.91247,0.394481,5.82608e-11,213
0.968225,5.94062,0.396521,5.82994e-11,214
0.971062,5.96876,0.39856,5.83376e-11,215
0.973899,5.99691,0.4006,5.83755e-11,216
0.976736,6.02505,0.40264,5.8413e-11,217
0.979574,6.0532,0.404679,5.84501e-11,218
0.982411,6.08134,0.406719,5.8487e-11,219
0.985248,6.10949,0.408758,5.85234e-11,220
0.988086,6.13763,0.410798,5.85596e-11,221
0.990923,6.16578,0.412838,5.85954e-11,222
0.99376,6.19393,0.414877,5.86309e-11,223
0.996598,6.22207,0.416917,5.86661e-11,224
0.999435,6.25022,0.418956,5.87009e-11,225
1.00227,6.27836,0.420996,5.87355e-11,226
1.00511,6.30651,0.423035,5.87697e-11,227
1.00795,6.33465,0.425075,5.88037e-11,228
1.01078,6.3628,0.427115,5.88373e-11,229
1.01362,6.39094,0.429154,5.88707e-11,230
1.01646,6.41909,0.431194,5.89037e-11,231
1.0193,6.44723,0.433233,5.89365e-11,232
1.02213,6.47538,0.435273,5.8969e-11,233
1.02497,6.50353,0.437312,5.90012e-11,234
1.02781,6.53167,0.439352,5.90331e-11,235
1.03065,6.55982,0.441392,5.90648e-11,236
1.03348,6.58796,0.443431,5.90962e-11,237
1.03632,6.61611,0.445471,5.91273e-11,238
1.03916,6.64425,0.44751,5.91582e-11,239
1.04199,6.6724,0.44955,5.91888e-11,240
1.04483,6.70054,0.451589,5.92191e-11,241
1.04767,6.72869,0.453629,5.92492e-11,242
1.05051,6.75684,0.455669,5.9279e-11,243
1.05334,6.78498,0.457708,5.93086e-11,244
1.05618,6.81313,0.459748,5.9338e-11,245
1.05902,6.84127,0.461787,5.93671e-11,246
1.06186,6.86942,0.463827,5.9396e-11,247
1.06469,6.89756,0.465866,5.94246e-11,248
1.06753,6.92571,0.467906,5.94531e-11,249
1.07037,6.95385,0.469946,5.94812e-11,250
1.07321,6.982,0.471985,5.95092e-11,251
1.07604,7.01015,0.474025,5.95369e-11,252
1.07888,7.03829,0.476064,5.95644e-11,253
1.08172,7.06644,0.478104,5.95917e-11,254
1.08455,7.09458,0.480143,5.96188e-11,255
1.08739,7.12273,0.482183,5.96457e-11,256
1.09023,7.15087,0.484223,5.96723e-11,257
1.09307,7.17902,0.486262,5.96988e-11,258
1.0959,7.20716,0.488302,5.9725e-11,259
1.09874,7.23531,0.490341,5.97511e-11,260
1.10158,7.26346,0.492381,5.97769e-11,261
1.10442,7.2916,0.494421,5.98026e-11,262
1.10725,7.31975,0.49646,5.9828e-11,263
1.11009,7.34789,0.4985,5.98532e-11,264
1.11293,7.37604,0.500539,5.98783e-11,265
1.11577,7.40418,0.502579,5.99032e-11,266
1.1186,7.43233,0.504618,5.99279e-11,267
1.12144,7.46047,0.506658,5.99523e-11,268
1.12428,7.48862,0.508698,5.99767e-11,269
1.12711,7.51676,0.510737,6.00008e-11,270
1.12995,7.54491,0.512777,6.00247e-11,271
1.13279,7.57306,0.514816,6.00485e-11,272
1.13563,7.6012,0.516856,6.00721e-11,273
1.13846,7.62935,0.518895,6.00955e-11,274
1.1413,7.65749,0.520935,6.01188e-11,275
1.14414,7.68564,0.522975,6.01419e-11,276
1.14698,7.71378,0.525014,6.01648e-11,277
1.14981,7.74193,0.527054,6.01875e-11,278
1.15265,7.77007,0.529093,6.02101e-11,279
1.15549,7.79822,0.531133,6.02326e-11,280
1.15833,7.82637,0.533172,6.02548e-11,281
1.16116,7.85451,0.535212,6.02769e-11,282
1.164,7.88266,0.537252,6.02989e-11,283
1.16684,7.9108,0.539291,6.03207e-11,284
1.16967,7.93895,0.541331,6.03423e-11,285
1.17251,7.96709,0.54337,6.03638e-11,286
1.17535,7.99524,0.54541,6.03851e-11,287
1.17819,8.02338,0.547449,6.04063e-11,288
1.18102,8.05153,0.549489,6.04274e-11,289
1.18386,8.07968,0.551529,6.04482e-11,290
1.1867,8.10782,0.553568,6.0469e-11,291
1.18954,8.13597,0.555608,6.04896e-11,292
1.19237,8.16411,0.557647,6.05101e-11,293
1.19521,8.19226,0.559687,6.05304e-11,294
1.19805,8.2204,0.561726,6.05506e-11,295
1.20088,8.24855,0.563766,6.05706e-11,296
1.20372,8.27669,0.565806,6.05905e-11,297
1.20656,8.30484,0.567845,6.06103e-11,298
1.2094,8.33298,0.569885,6.06299e-11,299
1.21223,8.36113,0.571924,6.06495e-11,300
1.21507,8.38928,0.573964,6.06688e-11,301
1.21791,8.41742,0.576004,6.06881e-11,302
1.22075,8.44557,0.578043,6.07072e-11,303
1.22358,8.47371,0.580083,6.07262e-11,304
1.22642,8.50186,0.582122,6.07451e-11,305
1.22926,8.53,0.584162,6.07638e-11,306
1.2321,8.55815,0.586201,6.07825e-11,307
1.23493,8.58629,0.588241,6.0801e-11,308
1.23777,8.61444,0.590281,6.08194e-11,309
1.24061,8.64259,0.59232,6.08376e-11,310
1.24344,8.67073,0.59436,6.08558e-11,311
1.24628,8.69888,0.596399,6.08738e-11,312
1.24912,8.72702,0.598439,6.08917e-11,313
1.25196,8.75517,0.600478,6.09095e-11,314
1.25479,8.78331,0.602518,6.09272e-11,315
1.25763,8.81146,0.604558,6.09448e-11,316
1.26047,8.8396,0.606597,6.09622e-11,317
1.26331,8.86775,0.608637,6.09796e-11,318
1.26614,8.8959,0.610676,6.09968e-11,319
1.26898,8.92404,0.612716,6.10139e-11,320
1.27182,8.95219,0.614755,6.1031e-11,321
1.27466,8.98033,0.616795,6.10479e-11,322
1.27749,9.00848,0.618835,6.10647e-11,323
1.28033,9.03662,0.620874,6.10814e-11,324
1.28317,9.06477,0.622914,6.1098e-11,325
1.286,9.09291,0.624953,6.11145e-11,326
1.28884,9.12106,0.626993,6.11309e-11,327
1.29168,9.1492,0.629032,6.11472e-11,328
1.29452,9.17735,0.631072,6.11634e-11,329
1.29735,9.2055,0.633112,6.11795e-11,330
1.30019,9.23364,0.635151,6.11955e-11,331
1.30303,9.26179,0.637191,6.12114e-11,332
1.30587,9.28993,0.63923,6.12272e-11,333
1.3087,9.31808,0.64127,6.1243e-11,334
1.31154,9.34622,0.643309,6.12586e-11,335
1.31438,9.37437,0.645349,6.12741e-11,336
1.31722,9.40251,0.647389,6.12895e-11,337
1.32005,9.43066,0.649428,6.13049e-11,338
1.32289,9.45881,0.651468,6.13201e-11,339
1.32573,9.48695,0.653507,6.13353e-11,340
1.32856,9.5151,0.655547,6.13504e-11,341
1.3314,9.54324,0.657587,6.13654e-11,342
1.33424,9.57139,0.659626,6.13803e-11,343
1.33708,9.59953,0.661666,6.13951e-11,344
1.33991,9.62768,0.663705,6.14098e-11,345
1.34275,9.65582,0.665745,6.14244e-11,346
1.34559,9.68397,0.667784,6.1439e-11,347
1.34843,9.71212,0.669824,6.14534e-11,348
1.35126,9.74026,0.671864,6.14678e-11,349
1.3541,9.76841,0.673903,6.14821e-11,350
1.35694,9.79655,0.675943,6.14964e-11,351
1.35977,9.8247,0.677982,6.15105e-11,352
1.36261,9.85284,0.680022,6.15246e-11,353
1.36545,9.88099,0.682061,6.15385e-11,354
1.36829,9.90913,0.684101,6.15524e-11,355
1.37112,9.93728,0.686141,6.15663e-11,356
1.37396,9.96542,0.68818,6.158e-11,357
1.3768,9.99357,0.69022,6.15937e-11,358
1.37964,10.0217,0.692259,6.16073e-11,359
1.38247,10.0499,0.694299,6.16208e-11,360
1.38531,10.078,0.696338,6.16342e-11,361
1.38815,10.1062,0.698378,6.16476e-11,362
1.39099,10.1343,0.700418,6.16609e-11,363
1.39382,10.1624,0.702457,6.16741e-11,364
1.39666,10.1906,0.704497,6.16872e-11,365
1.3995,10.2187,0.706536,6.17003e-11,366
1.40233,10.2469,0.708576,6.17133e-11,367
1.40517,10.275,0.710615,6.17262e-11,368
1.40801,10.3032,0.712655,6.17391e-11,369
1.41085,10.3313,0.714695,6.17519e-11,370
1.41368,10.3595,0.716734,6.17646e-11,371
1.41652,10.3876,0.718774,6.17772e-11,372
1.41936,10.4158,0.720813,6.17898e-11,373
1.4222,10.4439,0.722853,6.18023e-11,374
1.42503,10.472,0.724892,6.18148e-11,375
1.42787,10.5002,0.726932,6.18271e-11,376
1.43071,10.5283,0.728972,6.18395e-11,377
1.43355,10.5565,0.731011,6.18517e-11,378
1.43638,10.5846,0.733051,6.18639e-11,379
1.43922,10.6128,0.73509,6.1876e-11,380
1.44206,10.6409,0.73713,6.18881e-11,381
1.44489,10.6691,0.73917,6.19001e-11,382
1.44773,10.6972,0.741209,6.1912e-11,383
1.45057,10.7254,0.743249,6.19239e-11,384
1.45341,10.7535,0.745288,6.19357e-11,385
1.45624,10.7816,0.747328,6.19474e-11,386
1.45908,10.8098,0.749367,6.19591e-11,387
1.46192,10.8379,0.751407,6.19707e-11,388
1.46476,10.8661,0.753447,6.19823e-11,389
1.46759,10.8942,0.755486,6.19938e-11,390
1.47043,10.9224,0.757526,6.20052e-11,391
1.47327,10.9505,0.759565,6.20166e-11,392
1.47611,10.9787,0.761605,6.20279e-11,393
1.47894,11.0068,0.763644,6.20392e-11,394
1.48178,11.035,0.765684,6.20504e-11,395
1.48462,11.0631,0.767724,6.20616e-11,396
1.48745,11.0912,0.769763,6.20727e-11,397
1.49029,11.1194,0.771803,6.20837e-11,398
1.49313,11.1475,0.773842,6.20947e-11,399
1.49597,11.1757,0.775882,6.21056e-11,400
1.4988,11.2038,0.777921,6.21165e-11,401
1.50164,11.232,0.779961,6.21273e-11,402
1.50448,11.2601,0.782001,6.21381e-11,403
1.50732,11.2883,0.78404,6.21488e-11,404
1.51015,11.3164,0.78608,6.21594e-11,405
1.51299,11.3446,0.788119,6.21701e-11,406
1.51583,11.3727,0.790159,6.21806e-11,407
1.51866,11.4008,0.792198,6.21911e-11,408
1.5215,11.429,0.794238,6.22016e-11,409
1.52434,11.4571,0.796278,6.2212e-11,410
1.52718,11.4853,0.798317,6.22223e-11,411
1.53001,11.5134,0.800357,6.22326e-11,412
1.53285,11.5416,0.802396,6.22429e-11,413
1.53569,11.5697,0.804436,6.22531e-11,414
1.53853,11.5979,0.806475,6.22632e-11,415
1.54136,11.626,0.808515,6.22733e-11,416
1.5442,11.6542,0.810555,6.22834e-11,417
1.54704,11.6823,0.812594,6.22934e-11,418
1.54988,11.7104,0.814634,6.23033e-11,419
1.55271,11.7386,0.816673,6.23132e-11,420
1.55555,11.7667,0.818713,6.23231e-11,421
1.55839,11.7949,0.820753,6.23329e-11,422
1.56122,11.823,0.822792,6.23427e-11,423
1.56406,11.8512,0.824832,6.23524e-11,424
1.5669,11.8793,0.826871,6.23621e-11,425
1.56974,11.9075,0.828911,6.23717e-11,426
1.57257,11.9356,0.83095,6.23813e-11,427
1.57541,11.9638,0.83299,6.23908e-11,428
1.57825,11.9919,0.83503,6.24003e-11,429
1.58109,12.02,0.837069,6.24098e-11,430
1.58392,12.0482,0.839109,6.24192e-11,431
1.58676,12.0763,0.841148,6.24285e-11,432
1.5896,12.1045,0.843188,6.24379e-11,433
1.59244,12.1326,0.845227,6.24471e-11,434
1.59527,12.1608,0.847267,6.24564e-11,435
1.59811,12.1889,0.849307,6.24655e-11,436
1.60095,12.2171,0.851346,6.24747e-11,437
1.60378,12.2452,0.853386,6.24838e-11,438
1.60662,12.2734,0.855425,6.24929e-11,439
1.60946,12.3015,0.857465,6.25019e-11,440
1.6123,12.3296,0.859504,6.25109e-11,441
1.61513,12.3578,0.861544,6.25198e-11,442
1.61797,12.3859,0.863584,6.25287e-11,443
1.62081,12.4141,0.865623,6.25376e-11,444
1.62365,12.4422,0.867663,6.25464e-11,445
1.62648,12.4704,0.869702,6.25552e-11,446
1.62932,12.4985,0.871742,6.25639e-11,447
1.63216,12.5267,0.873781,6.25726e-11,448
1.635,12.5548,0.875821,6.25813e-11,449
1.63783,12.583,0.877861,6.25899e-11,450
1.64067,12.6111,0.8799,6.25985e-11,451
1.64351,12.6392,0.88194,6.2607e-11,452
1.64634,12.6674,0.883979,6.26155e-11,453
1.64918,12.6955,0.886019,6.2624e-11,454
1.65202,12.7237,0.888058,6.26324e-11,455
1.65486,12.7518,0.890098,6.26408e-11,456
1.65769,12.78,0.892138,6.26492e-11,457
1.66053,12.8081,0.894177,6.26575e-11,458
1.66337,12.8363,0.896217,6.26658e-11,459
1.66621,12.8644,0.898256,6.26741e-11,460
1.66904,12.8926,0.900296,6.26823e-11,461
1.67188,12.9207,0.902336,6.26905e-11,462
1.67472,12.9488,0.904375,6.26986e-11,463
1.67755,12.977,0.906415,6.27067e-11,464
1.68039,13.0051,0.908454,6.27148e-11,465
1.68323,13.0333,0.910494,6.27228e-11,466
1.68607,13.0614,0.912533,6.27308e-11,467
1.6889,13.0896,0.914573,6.27388e-11,468
1.69174,13.1177,0.916613,6.27467e-11,469
1.69458,13.1459,0.918652,6.27546e-11,470
1.69742,13.174,0.920692,6.27625e-11,471
1.70025,13.2022,0.922731,6.27703e-11,472
1.70309,13.2303,0.924771,6.27781e-11,473
1.70593,13.2585,0.92681,6.27859e-11,474
1.70877,13.2866,0.92885,6.27936e-11,475
1.7116,13.3147,0.93089,6.28013e-11,476
1.71444,13.3429,0.932929,6.2809e-11,477
1.71728,13.371,0.934969,6.28166e-11,478
1.72011,13.3992,0.937008,6.28243e-11,479
1.72295,13.4273,0.939048,6.28318e-11,480
1.72579,13.4555,0.941087,6.28394e-11,481
1.72863,13.4836,0.943127,6.28469e-11,482
1.73146,13.5118,0.945167,6.28544e-11,483
1.7343,13.5399,0.947206,6.28618e-11,484
1.73714,13.5681,0.949246,6.28692e-11,485
1.73998,13.5962,0.951285,6.28766e-11,486
1.74281,13.6243,0.953325,6.2884e-11,487
1.74565,13.6525,0.955364,6.28913e-11,488
1.74849,13.6806,0.957404,6.28986e-11,489
1.75133,13.7088,0.959444,6.29059e-11,490
1.75416,13.7369,0.961483,6.29131e-11,491
1.757,13.7651,0.963523,6.29203e-11,492
1.75984,13.7932,0.965562,6.29275e-11,493
1.76267,13.8214,0.967602,6.29346e-11,494
1.76551,13.8495,0.969642,6.29417e-11,495
1.76835,13.8777,0.971681,6.29488e-11,496
1.77119,13.9058,0.973721,6.29559e-11,497
1.77402,13.9339,0.97576,6.29629e-11,498
1.77686,13.9621,0.9778,6.29699e-11,499
1.7797,13.9902,0.979839,6.29769e-11,500
1.78254,14.0184,0.981879,6.29839e-11,501
1.78537,14.0465,0.983919,6.29908e-11,502
1.78821,14.0747,0.985958,6.29977e-11,503
1.79105,14.1028,0.987998,6.30045e-11,504
1.79388,14.131,0.990037,6.30114e-11,505
1.79672,14.1591,0.992077,6.30182e-11,506
1.79956,14.1873,0.994116,6.3025e-11,507
1.8024,14.2154,0.996156,6.30317e-11,508
1.80523,14.2435,0.998196,6.30385e-11,509
1.80807,14.2717,1.00024,6.30452e-11,510
1.81091,14.2998,1.00227,6.30518e-11,511
1.81375,14.328,1.00431,6.30585e-11,512
1.81658,14.3561,1.00635,6.30651e-11,513
1.81942,14.3843,1.00839,6.30717e-11,514
1.82226,14.4124,1.01043,6.30783e-11,515
1.8251,14.4406,1.01247,6.30848e-11,516
1.82793,14.4687,1.01451,6.30914e-11,517
1.83077,14.4969,1.01655,6.30979e-11,518
1.83361,14.525,1.01859,6.31043e-11,519
1.83644,14.5531,1.02063,6.31108e-11,520
1.83928,14.5813,1.02267,6.31172e-11,521
1.84212,14.6094,1.02471,6.31236e-11,522
1.84496,14.6376,1.02675,6.313e-11,523
1.84779,14.6657,1.02879,6.31363e-11,524
1.85063,14.6939,1.03083,6.31427e-11,525
1.85347,14.722,1.03287,6.3149e-11,526
1.85631,14.7502,1.03491,6.31552e-11,527
1.85914,14.7783,1.03695,6.31615e-11,528
1.86198,14.8065,1.03899,6.31677e-11,529
1.86482,14.8346,1.04103,6.31739e-11,530
1.86766,14.8627,1.04307,6.31801e-11,531
1.87049,14.8909,1.04511,6.31863e-11,532
1.87333,14.919,1.04715,6.31924e-11,533
1.87617,14.9472,1.04918,6.31985e-11,534
1.879,14.9753,1.05122,6.32046e-11,535
1.88184,15.0035,1.05326,6.32107e-11,536
1.88468,15.0316,1.0553,6.32167e-11,537
1.88752,15.0598,1.05734,6.32227e-11,538
1.89035,15.0879,1.05938,6.32287e-11,539
1.89319,15.1161,1.06142,6.32347e-11,540
1.89603,15.1442,1.06346,6.32407e-11,541
1.89887,15.1723,1.0655,6.32466e-11,542
1.9017,15.2005,1.06754,6.32525e-11,543
1.90454,15.2286,1.06958,6.32584e-11,544
1.90738,15.2568,1.07162,6.32643e-11,545
1.91022,15.2849,1.07366,6.32701e-11,546
1.91305,15.3131,1.0757,6.32759e-11,547
1.91589,15.3412,1.07774,6.32817e-11,548
1.91873,15.3694,1.07978,6.32875e-11,549
1.92156,15.3975,1.08182,6.32933e-11,550
1.9244,15.4257,1.08386,6.3299e-11,551
1.92724,15.4538,1.0859,6.33047e-11,552
1.93008,15.4819,1.08794,6.33104e-11,553
1.93291,15.5101,1.08998,6.33161e-11,554
